_id,CREATIONDATE,OBJECTDESC,TITLE,CLOSEDDATETIME,CASECLOSUREREASONDESCRIPTION
3298,2025-04-12 00:00:00,"3272 S GRIFFIN AV, MILWAUKEE, WI, 53207-2738",Stop Sign,,"S. Griffin ave and Ohio ave stop signs are regularly ignored. Intersection is busy with people speeding and running the stop sign asking for reflective stripe on pole.   
Thank you for the speed bump"
3299,2025-04-12 00:00:00,"2719 N OAKLAND AV, MILWAUKEE, WI, 53211-3534","Brush Pickup Request, Less than 2 Cubic Yards, April-November",2025-04-14 00:00:00,
3300,2025-04-12 00:00:00,"3225 S DAYFIELD AV, MILWAUKEE, WI, 53207-3109",Missed Collection: Recycling,2025-04-14 00:00:00,Did not collect/empty 1 of 2  recycle bins
3301,2025-04-12 00:00:00,"1504 W BURLEIGH ST, MILWAUKEE, WI, 53206-2214",Large Items Discarded on Private Property,2025-04-14 00:00:00,Large items like a couch/ bedroom furniture/ fish tank cloths and other junk just throw out onto the rear of the house. No regard for the neighbors it neighborhood.
3302,2025-04-12 00:00:00,"3500 N 15TH ST, MILWAUKEE, WI, 53206-2301",Exterior of Building in Disrepair,2025-04-14 00:00:00,Building is boarded up a violation of building codes and siding and debris / leafs on the Northside of property interfering with the quality of life of the next door resident. Please address this with whomever the owner is
3303,2025-04-12 00:00:00,"3512 N 15TH ST, MILWAUKEE, WI, 53206-2301",Exterior of Building in Disrepair,2025-04-14 00:00:00,Building is totally disintegrating right before everyone’s eyes but  the city of Milwaukee is pretending like they don’t see this . It’s not nothing new I’ve been asking DNS to do something about this property for almost 5 years . And everybody at DNS keeps sticking their head in the ground like this ain’t happening. It’s sad when the City government  stop working for the taxpayers and in it only for the check. SMH.
3304,2025-04-12 00:00:00,"3818 S 97TH ST, MILWAUKEE, WI, 53228-1423","Brush Pickup Request, Less than 2 Cubic Yards, April-November",2025-04-14 00:00:00,Small brush pile
3305,2025-04-12 00:00:00,"1903 S 7TH ST, MILWAUKEE, WI, 53204-3919",Missed Collection: Garbage,2025-04-14 00:00:00,Missed trash multiple times. Tenants called to complain. I brought these cans Tuesday morning. Requesting pick up.
3306,2025-04-12 00:00:00,"3061 N 74TH ST, MILWAUKEE, WI, 53210-1018",Recycling Cart: Delete,2025-04-14 00:00:00,Have an extra cart that is not needed.
3307,2025-04-12 00:00:00,"2377 N SHERMAN BL, MILWAUKEE, WI, 53210-2945",Zoning Violation,,HISTORIC PROPERTY Violation - owner replaced all the windows on the north side of the home with white vinyl. Refer to HPC
3308,2025-04-12 00:00:00,"3461 N BARTLETT AV, MILWAUKEE, WI, 53211-2802","Brush Pickup Request, Less than 2 Cubic Yards, April-November",2025-04-14 00:00:00,
3309,2025-04-12 00:00:00,"2600 N 60TH ST, MILWAUKEE, WI, 53210-2245",Potholes,,
3310,2025-04-12 00:00:00,"1734 E NORTH AV, MILWAUKEE, WI, 53211-0000",Potholes,,
3311,2025-04-12 00:00:00,"5642 N 87TH ST, MILWAUKEE, WI, 53225-2806",No Mow May Registration,,
3312,2025-04-12 00:00:00,"5642 N 87TH ST, MILWAUKEE, WI, 53225-2806",Damaged City Tree,2025-04-14 00:00:00,"Upper Section of trunk has sited off and is hanging in tree, caught on other branches"
3313,2025-04-12 00:00:00,"3439 N 94TH ST, MILWAUKEE, WI, 53222-3553",Bulky Pickup & San Inspector Notification,,"Metal wire frame from box spring (metal and wood only, no fabric)"
3314,2025-04-12 00:00:00,"1659 N ARLINGTON PL, 2, MILWAUKEE, WI, 53202-2274",Bulky Pickup & San Inspector Notification,,"A standard size grey couch, broken, not worth donation."
3315,2025-04-12 00:00:00,"4131 W VLIET ST, MILWAUKEE, WI, 53208-2766",Light Pole Cover Open,2025-04-14 00:00:00,"OPEN SPLICE COVER TIED WITH EXTENSION CHORD // CITY LAMP AT NORTH CURB LINE, WASHINGTON PARK SIDE, ACROSS, NORTH, FROM LOCATION"
3316,2025-04-12 00:00:00,"3957 N 63RD ST, MILWAUKEE, WI, 53216-2112","Brush Pickup Request, Less than 2 Cubic Yards, April-November",2025-04-14 00:00:00,In brown yard waste bags. Should be 3 bags! Thanks!
3317,2025-04-12 00:00:00,"3278 S SPRINGFIELD AV, MILWAUKEE, WI, 53207-3134","Brush Pickup Request, Less than 2 Cubic Yards, April-November",2025-04-14 00:00:00,Brown yard waste bags and brush
3318,2025-04-12 00:00:00,"2949 N SUMMIT AV, MILWAUKEE, WI, 53211-3441","Brush Pickup Request, Less than 2 Cubic Yards, April-November",2025-04-14 00:00:00,
3319,2025-04-12 00:00:00,8601 W TRIPOLI AV,Pothole in Alley,,4 of the pot holes.are more than an inch deep. The pot holes locations are marked on the attached picture by arrows
3320,2025-04-12 00:00:00,1907 E LAFAYETTE PL,Potholes,2025-04-14 00:00:00,"Extremely large hole, eastbound lane just past crosswalk"
3321,2025-04-12 00:00:00,"3813 S 15TH PL, MILWAUKEE, WI, 53221-1615",Bulky Pickup & San Inspector Notification,2025-04-14 00:00:00,Everything is in alley by garbage carts.
3322,2025-04-12 00:00:00,"3813 S 15TH PL, MILWAUKEE, WI, 53221-1615",Bulky Pickup & San Inspector Notification,2025-04-14 00:00:00,Pick up in alley by garbage carts.
3323,2025-04-12 00:00:00,"3711 N 48TH ST, MILWAUKEE, WI, 53216-2907","Parking on Unapproved Surface, Private Property",,White vehicle has been parked on front lawn for over two weeks
3324,2025-04-12 00:00:00,"2868 N 12TH ST, MILWAUKEE, WI, 53206-0000","Parking on Unapproved Surface, Private Property",,On the South/East corner of N. 12Th St. And West Locust St. multiple vehicles continue to park on an unpaved unapproved surface there isn’t a driveway approach or apron as well.this is an eyesore as well ( Why is this type of behavior only allowed in certain communities?
3325,2025-04-12 00:00:00,"8100 W BROWN DEER RD, MILWAUKEE, WI, 53223-1704",Street Light Out,,South side of Brown Deer Road.  Lights are mainly out between 76th Street and 85th Street.
3326,2025-04-12 00:00:00,"3048 A N HOLTON ST, MILWAUKEE, WI, 53212-2123",Scattered Litter and Debris on Private Property,,Excess garbage in the alley outside of the carts.  The bags have been torn open and spilled over the ground. Animal scavenging is only making it worse.
3327,2025-04-12 00:00:00,"4160 S 14TH ST, MILWAUKEE, WI, 53221-1960",Potholes,,large pothole located in curb lane1
3328,2025-04-12 00:00:00,"5700 W MONTANA ST, MILWAUKEE, WI, 53219-3165","Brush Pickup Request, Less than 2 Cubic Yards, April-November",,Hedge trimmings
3329,2025-04-12 00:00:00,"4641 N 29TH ST, MILWAUKEE, WI, 53209-6007",Potholes,,
3330,2025-04-12 00:00:00,5232 W HEMLOCK RD,"Parking on Unapproved Surface, Private Property",,Debris all in the yard. Vehicles parking on the grass. The garage has to be in violation of something/structural damage
3331,2025-04-12 00:00:00,"5821 N 39TH ST, MILWAUKEE, WI, 53209-3913",Garbage Cart: Damaged,,Garbage cart damaged with holes allowing rain water to get in. Requesting a new one please
3332,2025-04-12 00:00:00,"9611 W SARASOTA PL, MILWAUKEE, WI, 53222-1452","Brush Pickup Request, Less than 2 Cubic Yards, April-November",,
3333,2025-04-12 00:00:00,11915 W HAMPTON AV,Potholes,,
3334,2025-04-12 00:00:00,"2984 S HERMAN ST, MILWAUKEE, WI, 53207-2472",Garbage Cart: No Cart,,Our only garbage cart went missing. Please see associated request #16739767. Thank you!
3335,2025-04-12 00:00:00,"7690 W APPLETON AV, MILWAUKEE, WI, 53222-2008",Potholes,,"on the right turning lane, 55there are numerous pot holes and cracks along the street"
3336,2025-04-12 00:00:00,"3010 S 41ST ST, MILWAUKEE, WI, 53215-3563",No Mow May Registration,,
3337,2025-04-12 00:00:00,"3011 W FARDALE AV, 5, MILWAUKEE, WI, 53221-1257",Sidewalk Repair,,sidewalk is cracking bad
3338,2025-04-12 00:00:00,"3329 N 88TH ST, MILWAUKEE, WI, 53222-3647","Brush Pickup Request, Less than 2 Cubic Yards, April-November",2025-04-14 00:00:00,Brush and logs
3339,2025-04-12 00:00:00,"3500 N 15TH ST, MILWAUKEE, WI, 53206-2301",No Address on House and/or Garage,,There is no address to indicate the exact address on this property to make a complaint. Building code violations
3340,2025-04-11 00:00:00,"4727 N 36TH ST, MILWAUKEE, WI, 53209-5941",Vacant Property Left Unsecured/Open,,My tenant let me know there is someone living in her garage and needs them to be removed from the premises.
3341,2025-04-11 00:00:00,"2189 N 51ST ST, MILWAUKEE, WI, 53208-1134",Other Animal Problem,,"Dog is left out for hours every single morning beginning at 6am. It yaps/barks for hours and hours. There is no shelter for the dog that is visible. Daily, in the last week, between the morning hours of 6am-8:30 or 9am, the temperature has also be around 20-30 degrees. Not only is this animal cruelty, but it had been a constant base violation."
3342,2025-04-11 00:00:00,"2648 N FARWELL AV, MILWAUKEE, WI, 53211-3701",Clogged Catch Basin/Surface Flooding,2025-04-11 00:00:00,Construction is discharging into the street causing major flooding
3343,2025-04-11 00:00:00,"3912 N 78TH ST, MILWAUKEE, WI, 53222-3098",Missed Collection: Recycling,,Can was out the night before collection day.  I’ve noticed over the years being the only home owner within the four houses around me that my cans tend to be missed or left in the middle of the alley and not put back where they grabbed it. Last time they put it with the neighbors cans and then wasn’t sure what can was mine.  Just would appreciate better service with collection.
3344,2025-04-11 00:00:00,"7842 N 99TH ST, MILWAUKEE, WI, 53224-3338",Missed Collection: Recycling,2025-04-11 00:00:00,ASL Route. Out before 700am
3345,2025-04-11 00:00:00,"7842 N 99TH ST, MILWAUKEE, WI, 53224-3338",Collection Schedule - Garbage and Recycling,,
3346,2025-04-11 00:00:00,"7842 N 99TH ST, MILWAUKEE, WI, 53224-3338",INFO ONLY: Recycling Collection Day Information Request,2025-04-11 00:00:00,
3347,2025-04-11 00:00:00,"3330 N 45TH ST, MILWAUKEE, WI, 53216-3327",Scattered Litter and Debris on Private Property,2025-04-11 00:00:00,trash and debris
3348,2025-04-11 00:00:00,"7057 N 107TH ST, MILWAUKEE, WI, 53224-4301",Missed Collection: Recycling,2025-04-11 00:00:00,MISSED COLLECTION // REQUESTING A R CART PICK UP
3349,2025-04-11 00:00:00,"4912 S 27TH ST, MILWAUKEE, WI, 53221-2606",Missed Collection: Recycling,,"carts were out but missed, neighbors missed as well"
3350,2025-04-11 00:00:00,"227 E TOWNSEND ST, MILWAUKEE, WI, 53212-0000",Bulky Pickup & San Inspector Notification,,Furniture and debris at sidewalk
3351,2025-04-11 00:00:00,4906 W LISBON AV,Potholes,,Sewer catch basin was reset recently and now has 4 deep depression that swallows up car wheels in the driving lane
3352,2025-04-11 00:00:00,3137 N 51ST BL,Construction Concerns,,"There has been a backfilled pit in the parking lane since February that is slowly depressing. They put a baracade over the hole, but should it not be actually filled in a timely manner?"
3353,2025-04-11 00:00:00,"2871 N 33RD ST, MILWAUKEE, WI, 53210-1941",Bulky Pickup & San Inspector Notification,,DUMPING IN THE LOT OF A VACANT HOUSE
3354,2025-04-11 00:00:00,"1333 S LAYTON BL, MILWAUKEE, WI, 53215-1654",Zoning Violation,,Sewage located in the basement
3355,2025-04-11 00:00:00,"2100 W CLYBOURN ST, MILWAUKEE, WI, 53233-0000",Bulky Pickup & San Inspector Notification,,"Caller states a semi was on fire last night and as a result, there is a block's length of shredded paper in the street on 21st and Clybourn."
3356,2025-04-11 00:00:00,"4710 N 22ND ST, MILWAUKEE, WI, 53209-6335",Missed Collection: Garbage,2025-04-11 00:00:00,The night before collection at alley line
3357,2025-04-11 00:00:00,"2461 S 8TH ST, MILWAUKEE, WI, 53215-3230",Garbage Cart: No Cart,,"duplex, no cart"
3358,2025-04-11 00:00:00,4578 N 76TH ST,Potholes,,
3359,2025-04-11 00:00:00,"2461 S 8TH ST, MILWAUKEE, WI, 53215-3230",Recycling Cart: No Cart,,duplex no cart
3360,2025-04-11 00:00:00,"2900 N 23RD ST, MILWAUKEE, WI, 53206-1647",Scattered Litter and Debris on Private Property,2025-04-11 00:00:00,SCATTERED DEBRIS.
3361,2025-04-11 00:00:00,"3038 N 26TH ST, MILWAUKEE, WI, 53206-0000",Scattered Litter and Debris on Private Property,2025-04-11 00:00:00,DEBRIS THROUGHOUT.
3362,2025-04-11 00:00:00,"2840 N 22ND ST, MILWAUKEE, WI, 53206-1641",Scattered Litter and Debris on Private Property,,DEBRIS THROUGHOUT.
3363,2025-04-11 00:00:00,"2854 N 22ND ST, MILWAUKEE, WI, 53206-1641",Large Items Discarded on Private Property,,LARGE PILES OF BRUSH CAUSING RODENTS.
3364,2025-04-11 00:00:00,"2970 N 23RD ST, MILWAUKEE, WI, 53206-1647",Large Items Discarded on Private Property,2025-04-11 00:00:00,MASSIVE DEBRIS.
3365,2025-04-11 00:00:00,"2970 N 23RD ST, MILWAUKEE, WI, 53206-1647",Large Items Discarded on Private Property,,MASSIVE DEBRIS THROUGHOUT.
3366,2025-04-11 00:00:00,"6133 W STEVENSON ST, MILWAUKEE, WI, 53213-4158",Backwater,2025-04-11 00:00:00,WATER COMING UP IN BASEMENT
3367,2025-04-11 00:00:00,"2871 N 28TH ST, MILWAUKEE, WI, 53210-2005",Scattered Litter and Debris on Private Property,,SCATTERED DEBRIS.
3368,2025-04-11 00:00:00,"2503 N 44TH ST, MILWAUKEE, WI, 53210-2909",Scattered Litter and Debris on Private Property,2025-04-11 00:00:00,SCATTERED DEBRIS.
3369,2025-04-11 00:00:00,"2831 N 28TH ST, MILWAUKEE, WI, 53210-2005",Large Items Discarded on Private Property,,LARGE SCATTERED DEBRIS ON PARKING SLAB.
3370,2025-04-11 00:00:00,"3029 N 29TH ST, MILWAUKEE, WI, 53210-2023",Scattered Litter and Debris on Private Property,,SCATTERED DEBRIS CAUSING RODENTS.
3371,2025-04-11 00:00:00,"3927 W VLIET ST, MILWAUKEE, WI, 53208-2851",Missed Collection: Garbage,,G-carts at collection point
3372,2025-04-11 00:00:00,"3892 N 44TH ST, MILWAUKEE, WI, 53216-2419",Garbage Supervisor Notification,,Caller requesting courtesy collection at duplex location is possible. Caller states both G-Carts are full with additional bags on the side. Caller states additional bags are 1CY.
3373,2025-04-11 00:00:00,341 N 39TH ST,Settlement,,It is on 39th just north of saint Paul. The blacktop is caving in  and the current depth of the possible sinkhole is over 6 inches deep. It is a serious problem for anyone who does not know its there. Motorcycles and bikes will find the area dangerous. Please look at it asap. Thanks
3374,2025-04-10 00:00:00,"1354 A E BOYLSTON ST, MILWAUKEE, WI, 53202-1600",Street Light Out,2025-04-11 00:00:00,street light out on corner
3375,2025-04-10 00:00:00,513 S 74TH ST,Garbage Cart: Additional,,"We had 2 cans since we moved in over 10 years ago. Last year one went missing, I requested a new one last year but evidently I put the wrong address. We are 3 adults and 2 teens, we go through some garbage."
3376,2025-04-10 00:00:00,"3405 N HUMBOLDT BL, MILWAUKEE, WI, 53212-1701",Missed Collection: Recycling,2025-04-11 00:00:00,
3377,2025-04-10 00:00:00,"1712 E MORGAN AV, MILWAUKEE, WI, 53207-3659",Collection Schedule - Garbage and Recycling,,
3378,2025-04-10 00:00:00,"2029 S 1ST ST, MILWAUKEE, WI, 53207-0000",All Other Signs,,"Caution, sign missing from beginning of raised curb. Dangerous obstacle without marking."
3379,2025-04-10 00:00:00,"3440 S CHASE AV, MILWAUKEE, WI, 53207-3348",Collection Schedule - Garbage and Recycling,,
3380,2025-04-10 00:00:00,"305 S 77TH ST, MILWAUKEE, WI, 53214-1406",Garbage Supervisor Notification,2025-04-11 00:00:00,ASL Route. Caller will have a cushion chair out tomorrow for garbage collection
3381,2025-04-10 00:00:00,"5384 N 103RD ST, MILWAUKEE, WI, 53225-3202",Potholes,,many potholes on entire street
3382,2025-04-10 00:00:00,"5412 N 103RD ST, MILWAUKEE, WI, 53225-3203",Potholes,,
3383,2025-04-10 00:00:00,"1580 W RAMSEY AV, MILWAUKEE, WI, 53221-5031",Collection Schedule - Garbage and Recycling,,
3384,2025-04-10 00:00:00,"4467 N 85TH ST, MILWAUKEE, WI, 53225-5141",Recycling Cart Collection Request: Cart Not at Collection Point,,"cart not out on tues, request courtesy"
3385,2025-04-10 00:00:00,"2614 N 1ST ST, MILWAUKEE, WI, 53212-2807",Garbage Cart: No Cart,2025-04-11 00:00:00,2 unit.
3386,2025-04-10 00:00:00,"2612 N 1ST ST, MILWAUKEE, WI, 53212-2807",INFO ONLY: Garbage Collection Day Information Request,2025-04-10 00:00:00,
3387,2025-04-10 00:00:00,2870 S 35TH ST,Potholes,,Northbound traffic
3388,2025-04-10 00:00:00,"5915 N 71ST ST, MILWAUKEE, WI, 53218-1821",Zoning Violation,2025-04-10 00:00:00,Tire dumping at property. Conduct knock and talk with MPD.
3389,2025-04-10 00:00:00,"5917 N 64TH ST, MILWAUKEE, WI, 53218-1921",Zoning Violation,2025-04-10 00:00:00,Tire dumping at property. Complete knock and talk with MPD.
3390,2025-04-10 00:00:00,"2357 N 57TH ST, MILWAUKEE, WI, 53210-2202",Parking Enforcement X8350 Internal Transfer,2025-04-10 00:00:00,
3391,2025-04-10 00:00:00,"421 E LOCUST ST, MILWAUKEE, WI, 53212-0000",Scattered Litter and Debris on Private Property,,ENF-2025-09601 COMPLAINT MARKED AS NO VIOLATION. INSPECTOR PHOTO SHOWS LITTER. LITTER IS STREWN ON THE ENTIRE CORNER OF THIS LOT ON HOLTON AND LOCUST MARKED AS NO VIOLATION AFTER 16 DAYS. LOT HAS BEEN AN ISSUE ON THIS CORNER FOR THE LAST COUPLE OF YEARS WHEN OWNED BY HOUSING AUTHORITY. NOW OWNED BY PRIVATE ENTITY
3392,2025-04-09 00:00:00,"2857 N HUBBARD ST, MILWAUKEE, WI, 53212-2432",Garbage Cart: Missing,2025-04-09 00:00:00,"This is a three unit dwelling one of the carts is missing ,also there is damage to a lid on one of the carts plus rodent holes please repair or replace as needed Thank You"
3393,2025-04-09 00:00:00,"3711 N 48TH ST, MILWAUKEE, WI, 53216-2907","Parking on Unapproved Surface, Private Property",,White vehicle illegally parked on the front lawn of the listed residence for almost 2 weeks.
3394,2025-04-09 00:00:00,"3639 W BECHER ST, MILWAUKEE, WI, 53215-2324",Missed Collection: Recycling,2025-04-10 00:00:00,"Schedule showed yesterday, 2 other neighbors also still have bins out"
3395,2025-04-09 00:00:00,"1625 N 38TH ST, MILWAUKEE, WI, 53208-1815",Zoning Violation,2025-04-09 00:00:00,MPD conducting search warrant. Inspect for code compliance.
